                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.0845,                 1.3581,                 1.5358,                0.57653,                0.56316,                0.59429,                0.42266,                 1.0173,                 1.2731,                 1.5602,                0.00406,                0.00406,                0.00406
                    152,                 1.0906,                 1.3671,                 1.5404,                0.64155,                 0.6275,                0.63798,                0.44624,                 1.0428,                 1.2079,                 1.5483,              0.0040204,              0.0040204,              0.0040204
                    153,                 1.0849,                 1.3493,                 1.5369,                0.61953,                0.54618,                0.59097,                0.42277,                 1.0374,                  1.278,                 1.5495,              0.0039808,              0.0039808,              0.0039808
                    154,                 1.0939,                 1.3587,                 1.5453,                0.59203,                 0.5428,                0.56753,                0.39753,                 1.0648,                 1.3354,                 1.5734,              0.0039412,              0.0039412,              0.0039412
                    155,                 1.0872,                 1.3526,                 1.5436,                0.57392,                0.61649,                0.61966,                0.43436,                 1.0294,                 1.2552,                 1.5531,              0.0039016,              0.0039016,              0.0039016
                    156,                 1.0884,                 1.3571,                 1.5469,                0.60631,                0.54324,                0.57733,                0.40791,                 1.0576,                 1.3377,                 1.5596,               0.003862,               0.003862,               0.003862
                    157,                 1.0738,                 1.3326,                 1.5234,                0.61833,                  0.573,                0.60421,                0.42642,                 1.0045,                 1.2452,                 1.5256,              0.0038224,              0.0038224,              0.0038224
                    158,                 1.0786,                 1.3397,                 1.5305,                 0.6519,                0.48733,                0.56431,                0.40501,                 1.0233,                 1.3784,                 1.5515,              0.0037828,              0.0037828,              0.0037828
                    159,                 1.0891,                 1.3395,                 1.5393,                0.65178,                0.53584,                0.59651,                0.41994,                 1.0507,                 1.2339,                 1.5817,              0.0037432,              0.0037432,              0.0037432
                    160,                 1.0793,                 1.3387,                 1.5408,                0.61113,                0.55836,                0.59455,                0.42209,                 1.0279,                 1.3475,                 1.5602,              0.0037036,              0.0037036,              0.0037036
                    161,                 1.0842,                  1.337,                 1.5444,                0.58804,                0.62062,                0.60954,                0.43912,                 1.0011,                 1.2534,                 1.5192,               0.003664,               0.003664,               0.003664
                    162,                  1.082,                 1.3441,                 1.5344,                0.61722,                0.59695,                0.60522,                0.42486,                 1.0407,                 1.2518,                 1.5456,              0.0036244,              0.0036244,              0.0036244
                    163,                 1.0728,                 1.3323,                 1.5271,                0.58697,                0.56881,                0.59306,                0.42203,                 1.0141,                 1.2606,                 1.5314,              0.0035848,              0.0035848,              0.0035848
                    164,                 1.0708,                 1.3431,                 1.5312,                0.62265,                0.57856,                0.61047,                0.43578,                 1.0132,                 1.1986,                 1.5502,              0.0035452,              0.0035452,              0.0035452
                    165,                 1.0793,                  1.347,                 1.5352,                0.59374,                0.57264,                0.58714,                0.41063,                 1.0478,                 1.2617,                 1.5746,              0.0035056,              0.0035056,              0.0035056
                    166,                 1.0734,                 1.3382,                 1.5277,                0.59179,                0.60134,                0.60657,                0.42774,                 1.0021,                 1.2832,                 1.5029,               0.003466,               0.003466,               0.003466
                    167,                 1.0756,                 1.3319,                 1.5376,                0.60546,                0.63028,                0.63911,                0.45456,                0.98424,                 1.1669,                 1.5035,              0.0034264,              0.0034264,              0.0034264
                    168,                  1.077,                 1.3458,                  1.534,                0.53539,                0.63616,                0.60051,                0.43025,                0.99522,                 1.2215,                 1.5079,              0.0033868,              0.0033868,              0.0033868
                    169,                 1.0625,                 1.3272,                  1.515,                0.58888,                0.58819,                 0.5837,                0.41597,                 1.0274,                 1.3552,                 1.5607,              0.0033472,              0.0033472,              0.0033472
                    170,                 1.0627,                 1.3122,                 1.5171,                0.63733,                0.56455,                 0.6191,                0.43817,                 1.0093,                 1.2305,                 1.5179,              0.0033076,              0.0033076,              0.0033076
                    171,                 1.0571,                 1.3038,                 1.5071,                0.60753,                0.63438,                0.61561,                0.43423,                 1.0308,                 1.2111,                 1.5364,               0.003268,               0.003268,               0.003268
                    172,                 1.0548,                 1.3004,                 1.5024,                0.63286,                0.63452,                0.61828,                  0.443,                 1.0258,                 1.2161,                 1.5479,              0.0032284,              0.0032284,              0.0032284
                    173,                 1.0687,                 1.3224,                 1.5261,                0.66473,                0.57155,                0.63766,                0.46122,                0.98369,                 1.1707,                 1.5027,              0.0031888,              0.0031888,              0.0031888
                    174,                 1.0591,                 1.3144,                 1.5179,                0.63674,                0.61915,                0.63285,                0.44922,                 0.9896,                 1.2004,                 1.5218,              0.0031492,              0.0031492,              0.0031492
                    175,                 1.0623,                 1.3124,                 1.5215,                0.61953,                0.59949,                0.62234,                0.44514,                0.97867,                 1.1688,                 1.5083,              0.0031096,              0.0031096,              0.0031096
                    176,                 1.0493,                 1.3072,                 1.5052,                0.58853,                0.54821,                0.59284,                0.42507,                 1.0033,                  1.266,                 1.5146,                0.00307,                0.00307,                0.00307
                    177,                 1.0467,                  1.297,                 1.5055,                0.65556,                 0.5185,                0.58133,                 0.4168,                0.99776,                 1.2972,                 1.5259,              0.0030304,              0.0030304,              0.0030304
                    178,                 1.0687,                  1.319,                 1.5208,                0.62523,                0.52535,                0.58048,                0.41574,                0.98686,                 1.2768,                  1.519,              0.0029908,              0.0029908,              0.0029908
                    179,                 1.0577,                 1.3017,                 1.5137,                0.64327,                 0.5748,                0.61063,                 0.4308,                 1.0081,                 1.2026,                 1.5275,              0.0029512,              0.0029512,              0.0029512
                    180,                 1.0432,                 1.2955,                 1.4949,                0.60252,                0.57181,                0.59889,                 0.4367,                0.99732,                 1.2018,                 1.5167,              0.0029116,              0.0029116,              0.0029116
                    181,                 1.0443,                 1.2974,                 1.5041,                0.66533,                0.48897,                0.54732,                0.39906,                 1.0289,                 1.2929,                 1.5378,               0.002872,               0.002872,               0.002872
                    182,                 1.0487,                  1.278,                 1.4978,                0.59878,                 0.6229,                0.64061,                0.44662,                0.98427,                 1.1471,                  1.502,              0.0028324,              0.0028324,              0.0028324
                    183,                 1.0413,                 1.2872,                 1.5029,                0.60191,                0.62026,                0.62963,                0.44653,                0.98238,                 1.1523,                 1.4994,              0.0027928,              0.0027928,              0.0027928
                    184,                 1.0329,                 1.2644,                 1.4817,                0.60802,                0.61494,                0.64769,                0.46259,                0.98018,                 1.1116,                 1.5115,              0.0027532,              0.0027532,              0.0027532
                    185,                 1.0531,                 1.2913,                 1.5084,                0.64782,                0.55727,                0.60072,                0.42789,                0.99757,                 1.2374,                 1.5164,              0.0027136,              0.0027136,              0.0027136
                    186,                 1.0359,                 1.2835,                 1.4897,                 0.6355,                0.52517,                0.56229,                0.39954,                 1.0196,                 1.3211,                 1.5301,               0.002674,               0.002674,               0.002674
                    187,                   1.03,                 1.2806,                 1.4879,                0.62711,                0.61384,                0.63109,                0.44613,                0.95974,                 1.1525,                 1.4863,              0.0026344,              0.0026344,              0.0026344
                    188,                 1.0452,                 1.2845,                  1.508,                0.61092,                0.59788,                0.62438,                0.44489,                0.99573,                  1.208,                 1.5111,              0.0025948,              0.0025948,              0.0025948
                    189,                 1.0227,                 1.2424,                 1.4789,                0.64524,                0.61176,                0.64518,                0.45853,                0.96007,                  1.177,                 1.4794,              0.0025552,              0.0025552,              0.0025552
                    190,                 1.0328,                 1.2625,                 1.4879,                0.61775,                0.58521,                0.61814,                0.44218,                0.99112,                 1.1691,                 1.5079,              0.0025156,              0.0025156,              0.0025156
                    191,                 1.0299,                 1.2646,                 1.4874,                0.63131,                 0.6238,                0.62896,                0.45092,                0.97996,                 1.1625,                  1.483,               0.002476,               0.002476,               0.002476
                    192,                 1.0197,                  1.253,                 1.4746,                0.58731,                0.55819,                0.55428,                0.39962,                0.97616,                 1.2642,                 1.4951,              0.0024364,              0.0024364,              0.0024364
                    193,                 1.0225,                 1.2544,                 1.4827,                0.61203,                  0.644,                0.63581,                0.44241,                0.98787,                 1.1639,                 1.5118,              0.0023968,              0.0023968,              0.0023968
                    194,                 1.0196,                  1.256,                 1.4774,                0.63989,                0.57885,                0.62805,                0.44263,                0.99734,                  1.143,                 1.5223,              0.0023572,              0.0023572,              0.0023572
                    195,                 1.0248,                 1.2495,                 1.4783,                0.58101,                0.63533,                0.62057,                0.44048,                      1,                 1.1852,                 1.5139,              0.0023176,              0.0023176,              0.0023176
                    196,                 1.0155,                 1.2426,                 1.4695,                0.65926,                0.57645,                0.62029,                0.44518,                 0.9752,                 1.1735,                 1.4815,               0.002278,               0.002278,               0.002278
                    197,                 1.0168,                 1.2422,                 1.4697,                 0.6722,                0.57926,                0.62649,                0.44488,                0.95569,                 1.1579,                 1.4665,              0.0022384,              0.0022384,              0.0022384
                    198,                 1.0251,                 1.2457,                 1.4792,                0.62847,                 0.6159,                0.64032,                 0.4617,                0.95553,                 1.1606,                 1.4701,              0.0021988,              0.0021988,              0.0021988
                    199,                 1.0167,                 1.2386,                 1.4725,                0.63783,                0.59744,                0.61388,                0.44226,                0.97056,                  1.262,                 1.4842,              0.0021592,              0.0021592,              0.0021592
                    200,                 1.0228,                 1.2384,                 1.4698,                0.62709,                 0.6263,                 0.6269,                0.45278,                0.95673,                 1.2182,                 1.4702,              0.0021196,              0.0021196,              0.0021196
                    201,                 1.0307,                 1.2382,                  1.478,                0.64671,                0.60685,                0.61945,                0.43552,                0.98496,                 1.2087,                 1.4952,                0.00208,                0.00208,                0.00208
                    202,                 1.0272,                 1.2334,                 1.4762,                0.58419,                0.64734,                0.63613,                0.45835,                0.95524,                 1.1071,                 1.4603,              0.0020404,              0.0020404,              0.0020404
                    203,                 1.0139,                 1.2306,                 1.4674,                0.59483,                0.61763,                0.60611,                0.43939,                0.97095,                 1.1819,                 1.4864,              0.0020008,              0.0020008,              0.0020008
                    204,                 1.0037,                 1.2091,                 1.4607,                0.64922,                0.62354,                0.64808,                0.46791,                0.94774,                 1.1024,                 1.4625,              0.0019612,              0.0019612,              0.0019612
                    205,                 1.0031,                 1.2188,                 1.4615,                0.65586,                0.62859,                 0.6646,                0.46827,                0.95461,                 1.1409,                 1.4758,              0.0019216,              0.0019216,              0.0019216
                    206,                0.99931,                 1.2176,                 1.4568,                0.63481,                0.63179,                0.65802,                 0.4787,                0.94339,                 1.0807,                 1.4642,               0.001882,               0.001882,               0.001882
                    207,                 1.0097,                 1.2283,                 1.4682,                0.65062,                0.63488,                0.66606,                0.47838,                0.95616,                 1.0725,                 1.4682,              0.0018424,              0.0018424,              0.0018424
                    208,                0.98923,                 1.1955,                 1.4478,                0.61703,                 0.6158,                0.64006,                0.45938,                0.96493,                 1.1418,                 1.4744,              0.0018028,              0.0018028,              0.0018028
                    209,                0.99311,                  1.188,                  1.446,                0.64525,                0.61227,                0.64749,                0.47048,                0.94388,                 1.1323,                 1.4531,              0.0017632,              0.0017632,              0.0017632
                    210,                0.98414,                 1.1761,                 1.4326,                0.61203,                0.62275,                  0.646,                0.47622,                0.96087,                 1.1609,                  1.476,              0.0017236,              0.0017236,              0.0017236
                    211,                0.99289,                 1.1999,                 1.4503,                0.64934,                0.56724,                0.63597,                0.46959,                0.93828,                 1.1248,                 1.4475,               0.001684,               0.001684,               0.001684
                    212,                0.99171,                 1.2086,                 1.4521,                0.69554,                0.53662,                0.64001,                0.46224,                0.93311,                 1.1004,                 1.4566,              0.0016444,              0.0016444,              0.0016444
                    213,                0.97548,                 1.1801,                 1.4336,                0.64212,                 0.5803,                0.63068,                0.46557,                0.94766,                 1.1604,                 1.4768,              0.0016048,              0.0016048,              0.0016048
                    214,                0.98771,                 1.1859,                 1.4431,                0.62607,                0.63057,                0.65099,                0.46809,                0.96062,                 1.0907,                 1.4875,              0.0015652,              0.0015652,              0.0015652
                    215,                0.98084,                 1.1772,                 1.4378,                0.63985,                0.61566,                0.64161,                0.46425,                0.95013,                 1.1108,                 1.4707,              0.0015256,              0.0015256,              0.0015256
                    216,                0.98304,                 1.1809,                 1.4394,                0.59364,                0.64723,                0.64059,                0.46346,                0.94743,                 1.1445,                 1.4627,               0.001486,               0.001486,               0.001486
                    217,                0.98868,                 1.1885,                 1.4526,                0.66001,                0.56118,                0.65032,                0.45606,                0.94901,                 1.1912,                 1.4659,              0.0014464,              0.0014464,              0.0014464
                    218,                0.97599,                 1.1806,                 1.4367,                0.61859,                0.63728,                0.66314,                0.48257,                0.94291,                 1.1211,                 1.4549,              0.0014068,              0.0014068,              0.0014068
                    219,                0.97201,                 1.1589,                 1.4301,                0.66396,                0.61438,                0.65989,                0.47882,                0.94721,                 1.0812,                 1.4587,              0.0013672,              0.0013672,              0.0013672
                    220,                0.98891,                 1.1902,                 1.4426,                0.61174,                0.64978,                0.65886,                 0.4841,                0.95407,                 1.0671,                 1.4577,              0.0013276,              0.0013276,              0.0013276
                    221,                0.97116,                 1.1657,                 1.4289,                0.61384,                0.61251,                0.64667,                0.47342,                0.93528,                  1.069,                 1.4386,               0.001288,               0.001288,               0.001288
                    222,                0.97226,                 1.1606,                 1.4299,                0.61084,                0.66082,                0.66358,                0.48099,                0.93819,                 1.0621,                 1.4479,              0.0012484,              0.0012484,              0.0012484
                    223,                0.97097,                 1.1625,                 1.4293,                0.57204,                0.67745,                0.65159,                 0.4744,                0.95777,                 1.1132,                 1.4792,              0.0012088,              0.0012088,              0.0012088
                    224,                0.97326,                 1.1578,                 1.4319,                0.67692,                0.60243,                 0.6742,                0.48866,                0.93716,                 1.0703,                 1.4467,              0.0011692,              0.0011692,              0.0011692
                    225,                0.96774,                 1.1572,                 1.4235,                0.59569,                0.68697,                0.66836,                0.48637,                0.92857,                 1.0816,                 1.4354,              0.0011296,              0.0011296,              0.0011296
                    226,                0.95886,                 1.1419,                 1.4172,                0.67252,                0.63159,                0.68482,                0.49257,                0.92332,                 1.0843,                 1.4266,                0.00109,                0.00109,                0.00109
                    227,                0.96231,                 1.1446,                 1.4189,                0.61806,                0.64705,                0.65994,                0.47686,                 0.9283,                 1.1346,                 1.4389,              0.0010504,              0.0010504,              0.0010504
                    228,                0.95231,                 1.1305,                 1.4084,                0.62238,                0.63164,                0.64757,                0.47302,                0.93297,                 1.2069,                  1.446,              0.0010108,              0.0010108,              0.0010108
                    229,                0.95811,                 1.1379,                 1.4152,                0.63501,                 0.6499,                 0.6481,                0.46584,                0.95326,                 1.1502,                 1.4663,              0.0009712,              0.0009712,              0.0009712
                    230,                0.95046,                 1.1368,                 1.4148,                0.65161,                0.59773,                0.66081,                0.48539,                0.93127,                 1.0935,                 1.4344,              0.0009316,              0.0009316,              0.0009316
                    231,                0.95552,                 1.1345,                 1.4142,                0.63728,                 0.5848,                0.65132,                0.47829,                0.93704,                 1.0652,                  1.451,               0.000892,               0.000892,               0.000892
                    232,                0.95269,                 1.1361,                 1.4222,                0.63635,                0.63212,                0.65116,                0.47683,                 0.9388,                 1.0542,                 1.4582,              0.0008524,              0.0008524,              0.0008524
                    233,                0.93777,                 1.1041,                 1.3972,                0.61631,                0.68445,                0.65838,                0.47787,                0.93476,                 1.0496,                 1.4458,              0.0008128,              0.0008128,              0.0008128
                    234,                0.94959,                 1.1305,                 1.4095,                0.59035,                0.68465,                0.65045,                0.47449,                0.92111,                 1.0789,                 1.4275,              0.0007732,              0.0007732,              0.0007732
                    235,                0.94721,                 1.1246,                 1.4131,                0.60326,                0.69522,                0.65947,                0.47614,                0.92837,                 1.0932,                 1.4472,              0.0007336,              0.0007336,              0.0007336
                    236,                0.95291,                 1.1366,                 1.4122,                0.64132,                0.64043,                0.65169,                0.48527,                0.91971,                 1.1289,                 1.4371,               0.000694,               0.000694,               0.000694
                    237,                 0.9525,                 1.1345,                 1.4168,                0.64683,                0.61524,                 0.6537,                0.48417,                 0.9275,                 1.1042,                 1.4433,              0.0006544,              0.0006544,              0.0006544
                    238,                0.93408,                 1.1106,                 1.4044,                0.64464,                0.61479,                0.65733,                0.48468,                0.92676,                 1.0859,                 1.4401,              0.0006148,              0.0006148,              0.0006148
                    239,                0.93749,                 1.1008,                 1.3985,                0.60774,                0.65557,                0.66762,                0.49257,                0.91555,                  1.071,                 1.4241,              0.0005752,              0.0005752,              0.0005752
                    240,                0.92659,                 1.0992,                 1.3907,                0.64873,                0.64327,                0.66492,                 0.4956,                0.91744,                 1.0751,                 1.4276,              0.0005356,              0.0005356,              0.0005356
                    241,                0.93716,                 1.1086,                 1.3952,                0.62106,                0.63592,                0.65946,                0.48719,                0.92274,                 1.0602,                 1.4359,               0.000496,               0.000496,               0.000496
                    242,                0.94439,                  1.113,                 1.4064,                 0.6207,                0.67629,                0.66312,                0.48515,                0.92227,                  1.053,                 1.4371,              0.0004564,              0.0004564,              0.0004564
                    243,                 0.9388,                 1.1096,                 1.3955,                0.62719,                 0.6657,                0.65602,                0.48064,                0.92606,                 1.0534,                 1.4336,              0.0004168,              0.0004168,              0.0004168
                    244,                0.92044,                 1.0836,                 1.3856,                0.63037,                0.66515,                0.65426,                0.48143,                 0.9229,                 1.0746,                 1.4325,              0.0003772,              0.0003772,              0.0003772
                    245,                  0.937,                 1.1019,                 1.4001,                0.63415,                0.63195,                0.66298,                0.49134,                0.92505,                 1.0693,                 1.4379,              0.0003376,              0.0003376,              0.0003376
                    246,                0.92638,                 1.0878,                 1.3903,                0.62833,                0.64321,                0.66198,                0.48541,                0.91409,                 1.0532,                 1.4304,               0.000298,               0.000298,               0.000298
                    247,                0.93028,                 1.0965,                 1.3969,                0.62326,                0.65254,                0.65734,                0.48014,                 0.9234,                  1.062,                 1.4411,              0.0002584,              0.0002584,              0.0002584
                    248,                 0.9135,                 1.0757,                 1.3785,                0.61014,                0.66483,                0.65263,                 0.4819,                 0.9214,                 1.0594,                 1.4374,              0.0002188,              0.0002188,              0.0002188
                    249,                0.92774,                 1.0856,                 1.3915,                0.64843,                0.63718,                0.66212,                0.48962,                0.91856,                 1.0699,                 1.4325,              0.0001792,              0.0001792,              0.0001792
